train_time,estimated_length,percentage_error
0.03,4.08311206141344,308.311206141344
0.33,4.08311206141344,308.311206141344
0.63,4.08311206141344,308.311206141344
0.93,4.08311206141344,308.311206141344
1.23,1.26993241259198,26.9932412591976
1.53,1.49040678977808,49.0406789778083
1.83,1.77370725395078,77.3707253950777
2.13,1.37355889745948,37.3558897459481
2.43,1.32022193142972,32.0221931429721
2.73,1.49040678977808,49.0406789778083
3.03,1.37355889745948,37.3558897459481
3.33,1.32022193142972,32.0221931429721
3.63,1.37355889745948,37.3558897459481
3.93,1.37355889745948,37.3558897459481
4.23,1.32022193142972,32.0221931429721
4.53,1.32022193142972,32.0221931429721
4.83,1.37355889745948,37.3558897459481
5.13,1.32022193142972,32.0221931429721
5.43,1.32022193142972,32.0221931429721
5.73,1.32022193142972,32.0221931429721
6.03,1.32022193142972,32.0221931429721
6.33,1.32022193142972,32.0221931429721
6.63,1.32022193142972,32.0221931429721
6.93,1.32022193142972,32.0221931429721
7.23,1.26993241259198,26.9932412591976
7.53,1.32022193142972,32.0221931429721
7.83,1.32022193142972,32.0221931429721
8.13,1.26993241259198,26.9932412591976
8.43,1.32022193142972,32.0221931429721
8.73,1.32022193142972,32.0221931429721
9.03,1.26993241259198,26.9932412591976
9.33,1.32022193142972,32.0221931429721
9.63,1.32022193142972,32.0221931429721
9.93,1.26993241259198,26.9932412591976
10.23,1.26993241259198,26.9932412591976
10.53,1.32022193142972,32.0221931429721
10.83,1.26993241259198,26.9932412591976
11.13,1.26993241259198,26.9932412591976
11.43,1.32022193142972,32.0221931429721
11.73,1.32022193142972,32.0221931429721
12.03,1.26993241259198,26.9932412591976
12.33,1.32022193142972,32.0221931429721
12.63,1.32022193142972,32.0221931429721
12.93,1.26993241259198,26.9932412591976
13.23,1.26993241259198,26.9932412591976
13.53,1.32022193142972,32.0221931429721
13.83,1.26993241259198,26.9932412591976
14.13,1.26993241259198,26.9932412591976
14.43,1.32022193142972,32.0221931429721
14.73,1.26993241259198,26.9932412591976
15.03,1.26993241259198,26.9932412591976
15.33,1.26993241259198,26.9932412591976
15.63,1.26993241259198,26.9932412591976
15.93,1.26993241259198,26.9932412591976
16.23,1.32022193142972,32.0221931429721
16.53,1.32022193142972,32.0221931429721
16.83,1.32022193142972,32.0221931429721
17.13,1.32022193142972,32.0221931429721
17.43,1.32022193142972,32.0221931429721
17.73,1.37355889745948,37.3558897459481
18.03,1.37355889745948,37.3558897459481
18.33,1.37355889745948,37.3558897459481
18.63,1.37355889745948,37.3558897459481
18.93,1.37355889745948,37.3558897459481
19.23,1.37355889745948,37.3558897459481
19.53,1.37355889745948,37.3558897459481
19.83,1.37355889745948,37.3558897459481
